env,city,pedigree,gen,replicate,block,planted,harvested,anthesis,grain_yield,plant_height,ear_height
MOH1,Columbia,LH244/PHZ51,G6,3,1,5/9/2023,10/17/2023,64,126.0156729,195,108
MOH1,Columbia,PHJ89/PH207,G5,1,1,5/9/2023,10/18/2023,58,100.2430159,189,86
MOH1,Columbia,PHJ89/PH207,G5,3,1,5/9/2023,10/17/2023,57,138.4840217,201,88
MOH1,Columbia,B73/PHK76,G14,1,1,5/9/2023,10/18/2023,62,162.7132022,204,83
MOH1,Columbia,B73/PHK76,G14,3,1,5/9/2023,10/17/2023,62,159.1430193,189,90
MOH1,Columbia,LH195/PHZ51,G10,1,1,5/9/2023,10/18/2023,66,158.3365171,215,98
MOH1,Columbia,LH195/PHZ51,G10,3,1,5/9/2023,10/17/2023,67,177.9209727,216,98
MOH1,Columbia,PHB47/PHZ51,G18,1,1,5/9/2023,10/18/2023,64,134.8276328,197,79
MOH1,Columbia,PHB47/PHZ51,G18,3,1,5/9/2023,10/17/2023,65,151.8866654,236,114
MOH1,Columbia,PHB47/PHN82,G9,1,1,5/9/2023,10/17/2023,63,149.9931667,182,86
MOH1,Columbia,PHB47/PHN82,G9,3,1,5/9/2023,10/18/2023,63,133.0182824,192,74
MOH1,Columbia,B73/PHZ51,G7,1,1,5/9/2023,10/17/2023,64,155.6782113,218,110
MOH1,Columbia,B73/PHZ51,G7,3,1,5/9/2023,10/18/2023,64,170.2877385,183,82
MOH1,Columbia,LH145/LH82,G19,1,1,5/9/2023,10/17/2023,57,56.62735021,140,68
MOH1,Columbia,LH145/LH82,G19,3,1,5/9/2023,10/18/2023,57,118.8992412,168,71
MOH1,Columbia,LH244/PHK76,G16,1,1,5/9/2023,10/17/2023,59,155.6515698,185,80
MOH1,Columbia,LH244/PHK76,G16,3,1,5/9/2023,10/18/2023,61,160.647075,186,84
MOH1,Columbia,B73/PHN82,G1,1,1,5/9/2023,10/17/2023,64,191.5016599,194,95
MOH1,Columbia,B73/PHN82,G1,3,1,5/9/2023,10/17/2023,64,208.3056485,212,98
MOH1,Columbia,LH195/PHK76,G11,1,1,5/9/2023,10/17/2023,63,127.2799548,173,84
MOH1,Columbia,LH195/PHK76,G11,3,1,5/9/2023,10/17/2023,61,151.9160144,178,90
MOH1,Columbia,PHJ40/PHAJ0,G8,1,1,5/9/2023,10/17/2023,50,60.77325026,164,80
MOH1,Columbia,PHJ40/PHAJ0,G8,3,1,5/9/2023,10/17/2023,51,39.2042166,175,89
MOH1,Columbia,LH244/PHN82,G15,1,1,5/9/2023,10/17/2023,65,136.1924161,183,80
MOH1,Columbia,LH244/PHN82,G15,3,1,5/9/2023,10/17/2023,64,152.102072,207,90
MOH1,Columbia,PHB47/PHK76,G13,1,1,5/9/2023,10/17/2023,61,122.6268908,192,83
MOH1,Columbia,PHB47/PHK76,G13,3,1,5/9/2023,10/17/2023,61,166.6639476,200,105
MOH1,Columbia,LH195/MO17,G20,1,1,5/9/2023,10/17/2023,67,198.2845309,224,106
MOH1,Columbia,LH195/MO17,G20,3,1,5/9/2023,10/17/2023,68,190.264886,216,120
MOH1,Columbia,LH244/MO17,G2,1,1,5/9/2023,10/17/2023,65,164.5043584,218,108
MOH1,Columbia,LH244/MO17,G2,3,1,5/9/2023,10/17/2023,63,177.6496839,218,109
MOH1,Columbia,PHRE1/PHTD5,G12,1,1,5/9/2023,10/18/2023,56,76.85932515,149,75
MOH1,Columbia,PHRE1/PHTD5,G12,3,1,5/9/2023,10/17/2023,56,95.67919019,172,91
MOH1,Columbia,LH195/PHN82,G4,1,1,5/9/2023,10/18/2023,64,139.0948277,161,80
MOH1,Columbia,LH195/PHN82,G4,3,1,5/9/2023,10/17/2023,54,160.7157366,184,94
MOH1,Columbia,PHB47/PHZ51,G18,2,1,5/9/2023,10/18/2023,55,101.7801027,196,85
MOH1,Columbia,PHB47/PHZ51,G18,4,1,5/9/2023,10/17/2023,63,182.6709642,230,103
MOH1,Columbia,PHB47/PHK76,G13,2,1,5/9/2023,10/18/2023,60,126.1526711,191,85
MOH1,Columbia,PHB47/PHK76,G13,4,1,5/9/2023,10/17/2023,62,152.8496596,203,106
MOH1,Columbia,LH244/MO17,G2,2,1,5/9/2023,10/17/2023,64,163.5628074,230,120
MOH1,Columbia,LH244/MO17,G2,4,1,5/9/2023,10/18/2023,64,187.0177588,220,101
MOH1,Columbia,LH195/PHN82,G4,2,1,5/9/2023,10/17/2023,65,126.548612,183,80
MOH1,Columbia,LH195/PHN82,G4,4,1,5/9/2023,10/18/2023,65,134.6586865,168,83
MOH1,Columbia,B73/PHN82,G1,2,1,5/9/2023,10/17/2023,64,183.0256433,196,86
MOH1,Columbia,B73/PHN82,G1,4,1,5/9/2023,10/18/2023,64,167.2059838,178,90
MOH1,Columbia,LH244/PHN82,G15,2,1,5/9/2023,10/17/2023,63,144.3273993,191,98
MOH1,Columbia,LH244/PHN82,G15,4,1,5/9/2023,10/18/2023,64,140.8336755,176,82
MOH1,Columbia,PHB47/PHN82,G9,2,1,5/9/2023,10/17/2023,63,170.8532755,189,80
MOH1,Columbia,PHB47/PHN82,G9,4,1,5/9/2023,10/17/2023,62,180.376218,184,94
MOH1,Columbia,PHJ40/PHAJ0,G8,2,1,5/9/2023,10/17/2023,53,65.23018487,150,67
MOH1,Columbia,PHJ40/PHAJ0,G8,4,1,5/9/2023,10/17/2023,51,38.01292825,168,92
MOH1,Columbia,LH244/PHK76,G16,2,1,5/9/2023,10/17/2023,62,156.6240943,179,83
MOH1,Columbia,LH244/PHK76,G16,4,1,5/9/2023,10/17/2023,59,161.5773629,199,89
MOH1,Columbia,LH195/PHK76,G11,2,1,5/9/2023,10/17/2023,63,142.4577264,165,68
MOH1,Columbia,LH195/PHK76,G11,4,1,5/9/2023,10/17/2023,64,158.8940401,193,84
MOH1,Columbia,PHG29/PHG47,G3,2,1,5/9/2023,10/17/2023,59,121.0782159,190,96
MOH1,Columbia,PHG29/PHG47,G3,4,1,5/9/2023,10/17/2023,58,147.4914612,190,100
MOH1,Columbia,B73/PHZ51,G7,2,1,5/9/2023,10/17/2023,64,189.8177197,218,104
MOH1,Columbia,B73/PHZ51,G7,4,1,5/9/2023,10/17/2023,64,196.9524539,210,103
MOH1,Columbia,LH244/PHZ51,G6,2,1,5/9/2023,10/17/2023,65,144.0641246,218,106
MOH1,Columbia,LH244/PHZ51,G6,4,1,5/9/2023,10/17/2023,65,147.7154234,195,78
MOH1,Columbia,PHJ89/PH207,G5,2,1,5/9/2023,10/17/2023,58,125.1686669,204,102
MOH1,Columbia,PHJ89/PH207,G5,4,1,5/9/2023,10/17/2023,57,121.5924193,195,93
MOH1,Columbia,B73/PHK76,G14,2,1,5/9/2023,10/18/2023,62,141.5588452,173,95
MOH1,Columbia,B73/PHK76,G14,4,1,5/9/2023,10/17/2023,62,154.671681,205,89
MOH1,Columbia,LH145/LH82,G19,2,1,5/9/2023,10/18/2023,58,107.7219241,160,85
MOH1,Columbia,LH145/LH82,G19,4,1,5/9/2023,10/17/2023,57,58.85570921,178,90
MOH1,Columbia,B73/MO17,G17,2,1,5/9/2023,10/18/2023,65,204.1972198,208,114
MOH1,Columbia,B73/MO17,G17,4,1,5/9/2023,10/17/2023,63,198.9408224,236,120
MOH1,Columbia,PHRE1/PHTD5,G12,2,1,5/9/2023,10/17/2023,55,94.81442315,175,110
MOH1,Columbia,PHRE1/PHTD5,G12,4,1,5/9/2023,10/18/2023,55,76.10989647,220,112
MOH1,Columbia,LH195/PHZ51,G10,2,1,5/9/2023,10/17/2023,67,174.3846874,215,87
MOH1,Columbia,LH195/PHZ51,G10,4,1,5/9/2023,10/18/2023,66,132.2869397,199,99
MOH1,Columbia,LH195/MO17,G20,2,1,5/9/2023,10/17/2023,68,173.3241159,215,98
MOH1,Columbia,LH195/MO17,G20,4,1,5/9/2023,10/18/2023,68,157.5030485,204,84
NCH1,Clayton,PHB47/PHZ51,G18,1,1,4/17/2023,9/21/2023,73,95.60811474,175,65
NCH1,Clayton,LH145/LH82,G19,1,1,4/17/2023,9/21/2023,67,,125,43.33333
NCH1,Clayton,LH244/PHZ51,G6,1,1,4/17/2023,9/21/2023,84,44.57356409,190,76.25
NCH1,Clayton,B73/PHN82,G1,1,1,4/17/2023,9/21/2023,82,63.81723139,171.25,70
NCH1,Clayton,LH195/PHK76,G11,1,1,4/17/2023,9/21/2023,79,18.41081995,125,50
NCH1,Clayton,LH195/PHN82,G4,1,1,4/17/2023,9/21/2023,82,58.38167905,146.25,57.5
NCH1,Clayton,PHRE1/PHTD5,G12,1,1,4/17/2023,9/21/2023,70,25.0726298,121.25,36.25
NCH1,Clayton,B73/MO17,G17,1,1,4/17/2023,9/21/2023,81,65.31480625,177.5,71.25
NCH1,Clayton,LH195/PHZ51,G10,1,1,4/17/2023,9/21/2023,82,74.12450472,182.5,72.5
NCH1,Clayton,PHJ40/PHAJ0,G8,1,1,4/17/2023,9/21/2023,67,,102.5,38.75
NCH1,Clayton,LH195/MO17,G20,1,1,4/17/2023,9/21/2023,82,82.03110402,176.25,81.25
NCH1,Clayton,PHB47/PHK76,G13,1,1,4/17/2023,9/21/2023,72,14.41373404,135,40
NCH1,Clayton,B73/PHK76,G14,1,1,4/17/2023,9/21/2023,74,,156.25,58.75
NCH1,Clayton,PHG29/PHG47,G3,1,1,4/17/2023,9/21/2023,72,59.29034991,148.75,65
NCH1,Clayton,B73/PHZ51,G7,1,1,4/17/2023,9/21/2023,72,123.1171501,195,80
NCH1,Clayton,LH244/PHN82,G15,1,1,4/17/2023,9/21/2023,73,87.37193754,170,67.5
NCH1,Clayton,PHB47/PHN82,G9,1,1,4/17/2023,9/21/2023,72,67.0580202,151.25,48.75
NCH1,Clayton,PHJ89/PH207,G5,1,1,4/17/2023,9/21/2023,72,39.72861147,140,55
NCH1,Clayton,LH244/MO17,G2,1,1,4/17/2023,9/21/2023,79,73.08199204,188.75,87.5
NCH1,Clayton,LH244/PHK76,G16,1,1,4/17/2023,9/21/2023,78,40.21310673,162.5,60
NCH1,Clayton,B73/PHN82,G1,2,1,4/17/2023,9/21/2023,78,108.9203488,177.5,77.5
NCH1,Clayton,LH244/PHK76,G16,2,1,4/17/2023,9/21/2023,77,23.98251546,151.25,53.75
NCH1,Clayton,PHJ89/PH207,G5,2,1,4/17/2023,9/21/2023,72,23.37689638,145,50
NCH1,Clayton,B73/PHK76,G14,2,1,4/17/2023,9/21/2023,75,64.47905192,151.25,51.25
NCH1,Clayton,B73/PHZ51,G7,2,1,4/17/2023,9/21/2023,82,70.7667103,188.75,86.25
NCH1,Clayton,LH195/PHN82,G4,2,1,4/17/2023,9/21/2023,79,86.96496152,157.5,65
NCH1,Clayton,LH244/PHN82,G15,2,1,4/17/2023,9/21/2023,82,57.80500856,167.5,68.75
NCH1,Clayton,PHB47/PHZ51,G18,2,1,4/17/2023,9/21/2023,73,55.11133603,175,61.25
NCH1,Clayton,B73/MO17,G17,2,1,4/17/2023,9/21/2023,74,106.216623,190,86.25
NCH1,Clayton,LH145/LH82,G19,2,1,4/17/2023,9/21/2023,68,70.11615429,128.75,43.75
NCH1,Clayton,PHRE1/PHTD5,G12,2,1,4/17/2023,9/21/2023,67,58.38167905,118.75,43.75
NCH1,Clayton,PHG29/PHG47,G3,2,1,4/17/2023,9/21/2023,72,36.70051608,143.75,50
NCH1,Clayton,LH195/PHZ51,G10,2,1,4/17/2023,9/21/2023,84,54.38459314,166.25,62.5
NCH1,Clayton,PHB47/PHK76,G13,2,1,4/17/2023,9/21/2023,72,33.91466833,133.75,38.75
NCH1,Clayton,PHJ40/PHAJ0,G8,2,1,4/17/2023,9/21/2023,65,23.86139164,110,40
NCH1,Clayton,LH244/MO17,G2,2,1,4/17/2023,9/21/2023,80,44.6946879,172.5,68.75
NCH1,Clayton,LH195/MO17,G20,2,1,4/17/2023,9/21/2023,82,57.80076923,186.25,80
NCH1,Clayton,PHB47/PHN82,G9,2,1,4/17/2023,9/21/2023,74,41.66659252,136.25,43.75
NCH1,Clayton,LH195/PHK76,G11,2,1,4/17/2023,9/21/2023,77,69.06116586,135,42.5
NCH1,Clayton,LH244/PHZ51,G6,2,1,4/17/2023,9/21/2023,82,48.08615474,190,72.5
SCH1,Pendleton,PHB47/PHZ51,G18,1,1,5/6/2023,9/20/2023,63,,162.56,96.52
SCH1,Pendleton,LH244/MO17,G2,1,1,5/6/2023,9/20/2023,61,37.38547126,132.08,60.96
SCH1,Pendleton,PHB47/PHN82,G9,1,1,5/6/2023,9/20/2023,58,20.53027354,157.48,76.2
SCH1,Pendleton,LH195/PHK76,G11,1,1,5/6/2023,9/20/2023,61,23.80141598,182.88,96.52
SCH1,Pendleton,B73/MO17,G17,1,1,5/6/2023,9/20/2023,60,46.14239366,162.56,91.44
SCH1,Pendleton,B73/PHN82,G1,1,1,5/6/2023,9/20/2023,57,54.47632747,124.46,60.96
SCH1,Pendleton,LH244/PHZ51,G6,1,1,5/6/2023,9/20/2023,61,56.23548132,172.72,76.2
SCH1,Pendleton,LH145/LH82,G19,1,1,5/6/2023,9/20/2023,58,45.95791724,162.56,43.18
SCH1,Pendleton,LH195/PHZ51,G10,1,1,5/6/2023,9/20/2023,58,33.24800769,162.56,71.12
SCH1,Pendleton,B73/PHK76,G14,1,1,5/6/2023,9/20/2023,62,30.72277963,172.72,81.28
SCH1,Pendleton,LH195/MO17,G20,1,1,5/6/2023,9/20/2023,54,30.58092426,129.54,40.64
SCH1,Pendleton,LH244/PHK76,G16,1,1,5/6/2023,9/20/2023,55,,132.08,50.8
SCH1,Pendleton,PHJ40/PHAJ0,G8,1,1,5/6/2023,9/20/2023,56,,157.48,50.8
SCH1,Pendleton,PHJ89/PH207,G5,1,1,5/6/2023,9/20/2023,61,36.65824387,152.4,66.04
SCH1,Pendleton,PHRE1/PHTD5,G12,1,1,5/6/2023,9/20/2023,62,43.81618656,127,60.96
SCH1,Pendleton,PHB47/PHK76,G13,1,1,5/6/2023,9/20/2023,56,23.23698626,152.4,50.8
SCH1,Pendleton,PHG29/PHG47,G3,1,1,5/6/2023,9/20/2023,58,24.0432421,157.48,60.96
SCH1,Pendleton,B73/PHZ51,G7,1,1,5/6/2023,9/20/2023,56,25.74918867,152.4,71.12
SCH1,Pendleton,LH195/PHN82,G4,1,1,5/6/2023,9/20/2023,54,,147.32,81.28
SCH1,Pendleton,LH244/PHN82,G15,1,1,5/6/2023,9/20/2023,54,28.32025968,127,55.88
SCH1,Pendleton,PHRE1/PHTD5,G12,2,1,5/6/2023,9/20/2023,54,33.96133491,142.24,66.04
SCH1,Pendleton,B73/PHZ51,G7,2,1,5/6/2023,9/20/2023,58,22.48329332,124.46,50.8
SCH1,Pendleton,LH244/PHN82,G15,2,1,5/6/2023,9/20/2023,58,32.81148715,175.26,76.2
SCH1,Pendleton,PHG29/PHG47,G3,2,1,5/6/2023,9/20/2023,62,31.87391615,127,60.96
SCH1,Pendleton,LH244/MO17,G2,2,1,5/6/2023,9/20/2023,56,24.74639734,162.56,55.88
SCH1,Pendleton,B73/MO17,G17,2,1,5/6/2023,9/20/2023,58,29.29161454,152.4,45.72
SCH1,Pendleton,B73/PHN82,G1,2,1,5/6/2023,9/20/2023,61,33.76498352,165.1,81.28
SCH1,Pendleton,LH195/PHK76,G11,2,1,5/6/2023,9/20/2023,55,,127,50.8
SCH1,Pendleton,PHB47/PHK76,G13,2,1,5/6/2023,9/20/2023,62,,172.72,71.12
SCH1,Pendleton,PHJ89/PH207,G5,2,1,5/6/2023,9/20/2023,56,31.80137751,152.4,76.2
SCH1,Pendleton,B73/PHK76,G14,2,1,5/6/2023,9/20/2023,60,43.85125917,121.92,60.96
SCH1,Pendleton,LH195/PHN82,G4,2,1,5/6/2023,9/20/2023,59,30.97482375,172.72,71.12
SCH1,Pendleton,LH244/PHK76,G16,2,1,5/6/2023,9/20/2023,,28.57064683,96.52,60.96
SCH1,Pendleton,PHB47/PHZ51,G18,2,1,5/6/2023,9/20/2023,62,28.64949117,101.6,71.12
SCH1,Pendleton,LH195/MO17,G20,2,1,5/6/2023,9/20/2023,58,33.91788538,162.56,50.8
SCH1,Pendleton,LH145/LH82,G19,2,1,5/6/2023,9/20/2023,62,28.73123521,172.72,81.28
SCH1,Pendleton,LH244/PHZ51,G6,2,1,5/6/2023,9/20/2023,61,31.54786052,172.72,60.96
SCH1,Pendleton,PHJ40/PHAJ0,G8,2,1,5/6/2023,9/20/2023,63,33.52702367,182.88,152.4
SCH1,Pendleton,PHB47/PHN82,G9,2,1,5/6/2023,9/20/2023,62,40.73099341,170.18,86.36
SCH1,Pendleton,LH195/PHZ51,G10,2,1,5/6/2023,9/20/2023,52,29.72196746,121.92,55.88
TXH1,College Station,LH244/PHZ51,G6,1,1,3/1/2023,7/26/2023,72,80.97945248,251.46,81.28
TXH1,College Station,PHB47/PHN82,G9,1,1,3/1/2023,7/26/2023,72,169.1937454,215.9,63.5
TXH1,College Station,LH195/MO17,G20,1,1,3/1/2023,7/26/2023,71,162.6176229,246.38,93.98
TXH1,College Station,LH195/PHZ51,G10,1,1,3/1/2023,7/26/2023,74,156.0747144,220.98,78.74
TXH1,College Station,B73/MO17,G17,1,1,3/1/2023,7/26/2023,73,208.486053,243.84,78.74
TXH1,College Station,LH244/PHK76,G16,1,1,3/1/2023,7/26/2023,72,180.3738198,231.14,71.12
TXH1,College Station,LH145/LH82,G19,1,1,3/1/2023,7/26/2023,69,96.66391573,177.8,53.34
TXH1,College Station,LH195/PHK76,G11,1,1,3/1/2023,7/26/2023,72,176.7035106,210.82,68.58
TXH1,College Station,PHG29/PHG47,G3,1,1,3/1/2023,7/26/2023,70,169.9485096,218.44,66.04
TXH1,College Station,B73/PHK76,G14,1,1,3/1/2023,7/26/2023,72,160.2572591,226.06,81.28
TXH1,College Station,B73/PHN82,G1,1,1,3/1/2023,7/26/2023,75,181.4062203,236.22,93.98
TXH1,College Station,PHB47/PHZ51,G18,1,1,3/1/2023,7/26/2023,72,134.2329264,243.84,68.58
TXH1,College Station,LH195/PHN82,G4,1,1,3/1/2023,7/26/2023,75,95.62260045,208.28,68.58
TXH1,College Station,LH244/PHN82,G15,1,1,3/1/2023,7/26/2023,74,176.5368663,228.6,76.2
TXH1,College Station,PHB47/PHK76,G13,1,1,3/1/2023,7/26/2023,75,160.4388755,215.9,81.28
TXH1,College Station,PHRE1/PHTD5,G12,1,1,3/1/2023,7/26/2023,75,58.41540905,175.26,73.66
TXH1,College Station,LH244/MO17,G2,1,1,3/1/2023,7/26/2023,74,176.0587515,251.46,91.44
TXH1,College Station,PHJ89/PH207,G5,1,1,3/1/2023,7/26/2023,67,125.210982,193.04,60.96
TXH1,College Station,B73/PHZ51,G7,1,1,3/1/2023,7/26/2023,72,199.3002224,241.3,76.2
TXH1,College Station,PHJ40/PHAJ0,G8,1,1,3/1/2023,7/26/2023,65,,172.72,53.34
TXH1,College Station,LH244/PHN82,G15,2,1,3/1/2023,7/26/2023,73,192.3638076,243.84,68.58
TXH1,College Station,PHJ89/PH207,G5,2,1,3/1/2023,7/26/2023,67,115.0355948,198.12,73.66
TXH1,College Station,PHB47/PHN82,G9,2,1,3/1/2023,7/26/2023,71,272.6552668,203.2,53.34
TXH1,College Station,B73/PHK76,G14,2,1,3/1/2023,7/26/2023,72,132.5352489,213.36,66.04
TXH1,College Station,LH195/PHK76,G11,2,1,3/1/2023,7/26/2023,72,146.9046962,208.28,66.04
TXH1,College Station,LH244/PHK76,G16,2,1,3/1/2023,7/26/2023,71,96.42928992,147.32,22.86
TXH1,College Station,LH244/PHZ51,G6,2,1,3/1/2023,7/26/2023,71,144.6213925,251.46,78.74
TXH1,College Station,LH195/PHZ51,G10,2,1,3/1/2023,7/26/2023,76,179.5361432,238.76,76.2
TXH1,College Station,B73/PHN82,G1,2,1,3/1/2023,7/26/2023,74,179.9632575,213.36,78.74
TXH1,College Station,B73/PHZ51,G7,2,1,3/1/2023,7/26/2023,74,122.5109329,254,76.2
TXH1,College Station,LH145/LH82,G19,2,1,3/1/2023,7/26/2023,62,31.38606448,190.5,60.96
TXH1,College Station,LH195/PHN82,G4,2,1,3/1/2023,7/26/2023,76,193.8740561,215.9,60.96
TXH1,College Station,PHG29/PHG47,G3,2,1,3/1/2023,7/26/2023,70,178.4715517,213.36,73.66
TXH1,College Station,PHB47/PHK76,G13,2,1,3/1/2023,7/26/2023,73,115.1532567,190.5,63.5
TXH1,College Station,PHJ40/PHAJ0,G8,2,1,3/1/2023,7/26/2023,62,,167.64,45.72
TXH1,College Station,PHRE1/PHTD5,G12,2,1,3/1/2023,7/26/2023,62,19.90121966,165.1,48.26
TXH1,College Station,B73/MO17,G17,2,1,3/1/2023,7/26/2023,71,194.0387034,246.38,83.82
TXH1,College Station,PHB47/PHZ51,G18,2,1,3/1/2023,7/26/2023,70,146.2339361,241.3,91.44
TXH1,College Station,LH195/MO17,G20,2,1,3/1/2023,7/26/2023,78,183.2564243,241.3,86.36
TXH1,College Station,LH244/MO17,G2,2,1,3/1/2023,7/26/2023,72,145.0953695,254,71.12
TXH1,College Station,LH244/PHZ51,G6,1,1,4/14/2023,8/18/2023,60,87.03618693,292.1,127
TXH1,College Station,LH195/PHN82,G4,1,1,4/14/2023,8/18/2023,60,52.3235503,220.98,99.06
TXH1,College Station,PHG29/PHG47,G3,1,1,4/14/2023,8/18/2023,57,73.4749523,254,116.84
TXH1,College Station,PHJ89/PH207,G5,1,1,4/14/2023,8/18/2023,59,84.38336312,251.46,109.22
TXH1,College Station,LH244/PHN82,G15,1,1,4/14/2023,8/18/2023,60,47.61774472,251.46,101.6
TXH1,College Station,B73/PHZ51,G7,1,1,4/14/2023,8/18/2023,59,61.62890472,287.02,111.76
TXH1,College Station,LH244/PHK76,G16,1,1,4/14/2023,8/18/2023,60,86.74827678,259.08,101.6
TXH1,College Station,B73/MO17,G17,1,1,4/14/2023,8/18/2023,60,78.58579592,279.4,119.38
TXH1,College Station,LH145/LH82,G19,1,1,4/14/2023,8/18/2023,57,42.13412583,228.6,83.82
TXH1,College Station,PHB47/PHK76,G13,1,1,4/14/2023,8/18/2023,60,40.32846275,261.62,86.36
TXH1,College Station,B73/PHK76,G14,1,1,4/14/2023,8/18/2023,60,64.00951141,266.7,106.68
TXH1,College Station,B73/PHN82,G1,1,1,4/14/2023,8/18/2023,60,69.78191716,266.7,116.84
TXH1,College Station,PHJ40/PHAJ0,G8,1,1,4/14/2023,8/18/2023,60,34.89288733,220.98,68.58
TXH1,College Station,PHB47/PHN82,G9,1,1,4/14/2023,8/18/2023,54,59.22147084,269.24,114.3
TXH1,College Station,LH244/MO17,G2,1,1,4/14/2023,8/18/2023,60,69.27526893,294.64,132.08
TXH1,College Station,LH195/MO17,G20,1,1,4/14/2023,8/18/2023,60,43.68887574,264.16,134.62
TXH1,College Station,PHB47/PHZ51,G18,1,1,4/14/2023,8/18/2023,63,27.7039005,299.72,111.76
TXH1,College Station,LH195/PHZ51,G10,1,1,4/14/2023,8/18/2023,60,43.23807366,274.32,111.76
TXH1,College Station,LH195/PHK76,G11,1,1,4/14/2023,8/18/2023,60,40.01775824,238.76,101.6
TXH1,College Station,PHRE1/PHTD5,G12,1,1,4/14/2023,8/18/2023,54,48.6562903,208.28,88.9
TXH1,College Station,LH244/MO17,G2,2,1,4/14/2023,8/18/2023,60,89.85006159,292.1,106.68
TXH1,College Station,PHB47/PHZ51,G18,2,1,4/14/2023,8/18/2023,59,44.10925613,279.4,119.38
TXH1,College Station,B73/PHK76,G14,2,1,4/14/2023,8/18/2023,59,37.98117087,266.7,111.76
TXH1,College Station,B73/PHN82,G1,2,1,4/14/2023,8/18/2023,59,73.76479121,271.78,134.62
TXH1,College Station,LH195/MO17,G20,2,1,4/14/2023,8/18/2023,62,52.67616133,269.24,109.22
TXH1,College Station,PHB47/PHN82,G9,2,1,4/14/2023,8/18/2023,59,55.41235986,264.16,93.98
TXH1,College Station,PHJ89/PH207,G5,2,1,4/14/2023,8/18/2023,54,44.92371573,241.3,96.52
TXH1,College Station,LH195/PHZ51,G10,2,1,4/14/2023,8/18/2023,50,46.90112547,297.18,127
TXH1,College Station,PHB47/PHK76,G13,2,1,4/14/2023,8/18/2023,53,49.38763821,261.62,99.06
TXH1,College Station,PHJ40/PHAJ0,G8,2,1,4/14/2023,8/18/2023,53,25.51213622,210.82,73.66
TXH1,College Station,B73/MO17,G17,2,1,4/14/2023,8/18/2023,60,80.60730395,266.7,109.22
TXH1,College Station,LH145/LH82,G19,2,1,4/14/2023,8/18/2023,51,86.90696051,233.68,81.28
TXH1,College Station,PHG29/PHG47,G3,2,1,4/14/2023,8/18/2023,57,95.23215795,248.92,109.22
TXH1,College Station,LH244/PHN82,G15,2,1,4/14/2023,8/18/2023,59,92.80245574,248.92,96.52
TXH1,College Station,LH244/PHZ51,G6,2,1,4/14/2023,8/18/2023,59,80.94273155,287.02,111.76
TXH1,College Station,B73/PHZ51,G7,2,1,4/14/2023,8/18/2023,60,63.23064606,289.56,127
TXH1,College Station,LH195/PHK76,G11,2,1,4/14/2023,8/18/2023,60,72.27079701,233.68,91.44
TXH1,College Station,PHRE1/PHTD5,G12,2,1,4/14/2023,8/18/2023,51,94.10839657,243.84,116.84
TXH1,College Station,LH244/PHK76,G16,2,1,4/14/2023,8/18/2023,58,62.3400884,269.24,111.76
TXH1,College Station,LH195/PHN82,G4,2,1,4/14/2023,8/18/2023,59,50.9269581,238.76,116.84
TXH4,Lubbock,LH145/LH82,G19,1,1,5/12/2023,45269,63,108.0446661,184,55
TXH4,Lubbock,LH195/PHK76,G11,1,1,5/12/2023,45269,66,135.1308608,207,79
TXH4,Lubbock,LH195/PHZ51,G10,1,1,5/12/2023,45269,66,191.863634,242,78
TXH4,Lubbock,LH195/MO17,G20,1,1,5/12/2023,45269,67,208.1504165,237,79
TXH4,Lubbock,LH244/PHK76,G16,1,1,5/12/2023,45269,60,143.1981052,212,74
TXH4,Lubbock,LH195/PHN82,G4,1,1,5/12/2023,45269,66,199.4581926,207,72
TXH4,Lubbock,PHB47/PHZ51,G18,1,1,5/12/2023,45269,65,149.6862913,212,79
TXH4,Lubbock,PHJ40/PHAJ0,G8,1,1,5/12/2023,45269,60,59.27711742,143,43
TXH4,Lubbock,B73/PHZ51,G7,1,1,5/12/2023,45269,63,144.2138913,226,84
TXH4,Lubbock,PHJ89/PH207,G5,1,1,5/12/2023,45269,63,93.26592261,204,61
TXH4,Lubbock,PHG29/PHG47,G3,1,1,5/12/2023,45269,60,132.6116672,201,79
TXH4,Lubbock,PHB47/PHK76,G13,1,1,5/12/2023,45269,60,130.139098,217,69
TXH4,Lubbock,B73/PHK76,G14,1,1,5/12/2023,45269,63,139.3603736,210,84
TXH4,Lubbock,LH244/PHN82,G15,1,1,5/12/2023,45269,64,172.7221133,220,80
TXH4,Lubbock,PHRE1/PHTD5,G12,1,1,5/12/2023,45269,60,61.97320986,158,44
TXH4,Lubbock,LH244/MO17,G2,1,1,5/12/2023,45269,63,205.3509867,243,82
TXH4,Lubbock,LH244/PHZ51,G6,1,1,5/12/2023,45269,65,149.4140698,261,90
TXH4,Lubbock,B73/MO17,G17,1,1,5/12/2023,45269,66,187.124555,240,90
TXH4,Lubbock,PHB47/PHN82,G9,1,1,5/12/2023,45269,64,171.5833187,218,62
TXH4,Lubbock,B73/PHN82,G1,1,1,5/12/2023,45269,66,186.5977373,227,83
TXH4,Lubbock,LH244/PHN82,G15,2,1,5/12/2023,45269,63,162.3703601,226,78
TXH4,Lubbock,LH145/LH82,G19,2,1,5/12/2023,45269,60,91.26551468,186,59
TXH4,Lubbock,LH244/PHZ51,G6,2,1,5/12/2023,45269,63,176.9423825,240,96
